No.,File Name,Pole ID,Status,Full Address,Latitude,Longitude,GPS Coordinates,Date/Time
320,XKIF9030.JPG,ETT-0320,PENDING,,,,,
321,XLOM3420.JPG,ETT-0321,PENDING,,,,,
322,XNAX9318.JPG,ETT-0322,PENDING,,,,,
323,XQGL6520.JPG,ETT-0323,PENDING,,,,,
324,XRSG3030.JPG,ETT-0324,PENDING,,,,,
325,XSUA9927.JPG,ETT-0325,PENDING,,,,,
326,XTPP8217.JPG,ETT-0326,PENDING,,,,,
327,XVHQ2227.JPG,ETT-0327,PENDING,,,,,
328,XWJF7322.JPG,ETT-0328,PENDING,,,,,
329,XZBE3830.JPG,ETT-0329,PENDING,,,,,
330,XZCM8622.JPG,ETT-0330,PENDING,,,,,
331,YADZ8522.JPG,ETT-0331,PENDING,,,,,
332,YCDM5023.JPG,ETT-0332,PENDING,,,,,
333,YCRG2822.JPG,ETT-0333,PENDING,,,,,
334,YESZ5233.JPG,ETT-0334,PENDING,,,,,
335,YHEN1323.JPG,ETT-0335,PENDING,,,,,
336,YHNB5422.JPG,ETT-0336,PENDING,,,,,
337,YIAL6817.JPG,ETT-0337,PENDING,,,,,
338,YITF5030.JPG,ETT-0338,PENDING,,,,,
339,YJLK5420.JPG,ETT-0339,PENDING,,,,,
340,YKDR8119.JPG,ETT-0340,PENDING,,,,,
341,YLIR6431.JPG,ETT-0341,PENDING,,,,,
342,YNYX0320.JPG,ETT-0342,PENDING,,,,,
343,YQAE8728.JPG,ETT-0343,PENDING,,,,,
344,YQCS3818.JPG,ETT-0344,PENDING,,,,,
345,YRRT1533.JPG,ETT-0345,PENDING,,,,,
346,YSOZ6023.JPG,ETT-0346,PENDING,,,,,
347,YTPH3223.JPG,ETT-0347,PENDING,,,,,
348,YUBT6530.JPG,ETT-0348,PENDING,,,,,
349,YUSG5633.JPG,ETT-0349,PENDING,,,,,
350,YWHN8729.JPG,ETT-0350,PENDING,,,,,
351,YWZI3130.JPG,ETT-0351,PENDING,,,,,
352,YYJU4817.JPG,ETT-0352,PENDING,,,,,
353,YZJG1027.JPG,ETT-0353,PENDING,,,,,
354,YZKS2618.JPG,ETT-0354,PENDING,,,,,
355,ZCQW3233.JPG,ETT-0355,PENDING,,,,,
356,ZDKG9530.JPG,ETT-0356,PENDING,,,,,
357,ZDLY0123.JPG,ETT-0357,PENDING,,,,,
358,ZDUK4917.JPG,ETT-0358,PENDING,,,,,
359,ZEAU8730.JPG,ETT-0359,PENDING,,,,,
360,ZFXK2820.JPG,ETT-0360,PENDING,,,,,
361,ZGAR6220.JPG,ETT-0361,PENDING,,,,,
362,ZMCF6617.JPG,ETT-0362,PENDING,,,,,
363,ZPYX9022.JPG,ETT-0363,PENDING,,,,,
364,ZTAA9023.JPG,ETT-0364,PENDING,,,,,
365,ZTNC8118.JPG,ETT-0365,PENDING,,,,,
366,ZTXE6725.JPG,ETT-0366,PENDING,,,,,
367,ZUTY6922.JPG,ETT-0367,PENDING,,,,,
368,ZUWG2822.JPG,ETT-0368,PENDING,,,,,
369,ZVVH9625.JPG,ETT-0369,PENDING,,,,,
370,ZXRE1527.JPG,ETT-0370,PENDING,,,,,
